"","fips","simyear","stover_removal","N2O_gN_m2"
"776",17013,2024,"G75S",0.2
"777",17013,2025,"G",0.4
"778",17013,2025,"G25S",0.4
"779",17013,2025,"G50S",0.4
"780",17013,2025,"G75S",0.4
"781",17013,2026,"G",0.3
"782",17013,2026,"G25S",0.3
"783",17013,2026,"G50S",0.20735
"784",17013,2026,"G75S",0.20266
"785",17013,2027,"G",0.49265
"786",17013,2027,"G25S",0.40266
"787",17013,2027,"G50S",0.4
"788",17013,2027,"G75S",0.4
"789",17013,2028,"G",0.2
"790",17013,2028,"G25S",0.2
"791",17013,2028,"G50S",0.2
"792",17013,2028,"G75S",0.2
"793",17013,2029,"G",0.4
"794",17013,2029,"G25S",0.4
"795",17013,2029,"G50S",0.4
"796",17013,2029,"G75S",0.3
"797",17013,2030,"G",0.2
"798",17013,2030,"G25S",0.2
"799",17013,2030,"G50S",0.2
"800",17013,2030,"G75S",0.2
"801",17013,2031,"G",0.49265
"802",17013,2031,"G25S",0.4
"803",17013,2031,"G50S",0.4
"804",17013,2031,"G75S",0.4
"805",17013,2032,"G",0.2
"806",17013,2032,"G25S",0.2
"807",17013,2032,"G50S",0.2
"808",17013,2032,"G75S",0.10735
"809",17013,2033,"G",0.4
"810",17013,2033,"G25S",0.4
"811",17013,2033,"G50S",0.4
"812",17013,2033,"G75S",0.4
"813",17013,2034,"G",0.3
"814",17013,2034,"G25S",0.20735
"815",17013,2034,"G50S",0.20735
"816",17013,2034,"G75S",0.20266
"817",17013,2035,"G",0.4
"818",17013,2035,"G25S",0.4
"819",17013,2035,"G50S",0.4
"820",17013,2035,"G75S",0.4
"821",17013,2036,"G",0.2
"822",17013,2036,"G25S",0.2
"823",17013,2036,"G50S",0.2
"824",17013,2036,"G75S",0.2
"825",17013,2037,"G",0.5
"826",17013,2037,"G25S",0.5
"827",17013,2037,"G50S",0.5
"828",17013,2037,"G75S",0.4
"829",17013,2038,"G",0.30735
"830",17013,2038,"G25S",0.30266
"831",17013,2038,"G50S",0.30266
"832",17013,2038,"G75S",0.30266
"833",17013,2039,"G",0.5
"834",17013,2039,"G25S",0.5
"835",17013,2039,"G50S",0.4
"836",17013,2039,"G75S",0.4
"837",17013,2040,"G",0.30266
"838",17013,2040,"G25S",0.3
"839",17013,2040,"G50S",0.20735
"840",17013,2040,"G75S",0.20735
"841",17015,2011,"G",0.6
"842",17015,2011,"G25S",0.6
"843",17015,2011,"G50S",0.6
"844",17015,2011,"G75S",0.6
"845",17015,2012,"G",0.3
"846",17015,2012,"G25S",0.3
"847",17015,2012,"G50S",0.3
"848",17015,2012,"G75S",0.4
"849",17015,2013,"G",0.4
"850",17015,2013,"G25S",0.4
"851",17015,2013,"G50S",0.4
"852",17015,2013,"G75S",0.4
"853",17015,2014,"G",0.3
"854",17015,2014,"G25S",0.3
"855",17015,2014,"G50S",0.26293
"856",17015,2014,"G75S",0.3
"857",17015,2015,"G",0.5
"858",17015,2015,"G25S",0.5
"859",17015,2015,"G50S",0.5
"860",17015,2015,"G75S",0.5
"861",17015,2016,"G",0.3
"862",17015,2016,"G25S",0.3
"863",17015,2016,"G50S",0.3
"864",17015,2016,"G75S",0.3
"865",17015,2017,"G",0.5
"866",17015,2017,"G25S",0.5
"867",17015,2017,"G50S",0.5
"868",17015,2017,"G75S",0.5
"869",17015,2018,"G",0.36293
"870",17015,2018,"G25S",0.36293
"871",17015,2018,"G50S",0.36293
"872",17015,2018,"G75S",0.36293
"873",17015,2019,"G",0.4
"874",17015,2019,"G25S",0.4
"875",17015,2019,"G50S",0.4
"876",17015,2019,"G75S",0.4
"877",17015,2020,"G",0.4
"878",17015,2020,"G25S",0.4
"879",17015,2020,"G50S",0.46293
"880",17015,2020,"G75S",0.4
"881",17015,2021,"G",0.7
"882",17015,2021,"G25S",0.7
"883",17015,2021,"G50S",0.7
"884",17015,2021,"G75S",0.7
"885",17015,2022,"G",0.3
"886",17015,2022,"G25S",0.3
"887",17015,2022,"G50S",0.3
"888",17015,2022,"G75S",0.3
"889",17015,2023,"G",0.5
"890",17015,2023,"G25S",0.5
"891",17015,2023,"G50S",0.5
"892",17015,2023,"G75S",0.5
"893",17015,2024,"G",0.3
"894",17015,2024,"G25S",0.3
"895",17015,2024,"G50S",0.3
"896",17015,2024,"G75S",0.3
"897",17015,2025,"G",0.6
"898",17015,2025,"G25S",0.6
"899",17015,2025,"G50S",0.5
"900",17015,2025,"G75S",0.5
"901",17015,2026,"G",0.3
"902",17015,2026,"G25S",0.3
"903",17015,2026,"G50S",0.3
"904",17015,2026,"G75S",0.3
"905",17015,2027,"G",0.4
"906",17015,2027,"G25S",0.4
"907",17015,2027,"G50S",0.4
"908",17015,2027,"G75S",0.4
"909",17015,2028,"G",0.46293
"910",17015,2028,"G25S",0.46293
"911",17015,2028,"G50S",0.46293
"912",17015,2028,"G75S",0.46293
"913",17015,2029,"G",0.6
"914",17015,2029,"G25S",0.56293
"915",17015,2029,"G50S",0.5
"916",17015,2029,"G75S",0.5
"917",17015,2030,"G",0.3
"918",17015,2030,"G25S",0.3
"919",17015,2030,"G50S",0.3
"920",17015,2030,"G75S",0.36293
"921",17015,2031,"G",0.53707
"922",17015,2031,"G25S",0.5
"923",17015,2031,"G50S",0.5
"924",17015,2031,"G75S",0.5
"925",17015,2032,"G",0.3
"926",17015,2032,"G25S",0.3
"927",17015,2032,"G50S",0.3
"928",17015,2032,"G75S",0.26293
"929",17015,2033,"G",0.5
"930",17015,2033,"G25S",0.5
"931",17015,2033,"G50S",0.5
"932",17015,2033,"G75S",0.43707
"933",17015,2034,"G",0.4
"934",17015,2034,"G25S",0.4
"935",17015,2034,"G50S",0.46293
"936",17015,2034,"G75S",0.46293
"937",17015,2035,"G",0.46293
"938",17015,2035,"G25S",0.4
"939",17015,2035,"G50S",0.4
"940",17015,2035,"G75S",0.4
"941",17015,2036,"G",0.46293
"942",17015,2036,"G25S",0.46293
"943",17015,2036,"G50S",0.4
"944",17015,2036,"G75S",0.36293
"945",17015,2037,"G",0.5
"946",17015,2037,"G25S",0.43707
"947",17015,2037,"G50S",0.43707
"948",17015,2037,"G75S",0.4
"949",17015,2038,"G",0.3
"950",17015,2038,"G25S",0.3
"951",17015,2038,"G50S",0.3
"952",17015,2038,"G75S",0.3
"953",17015,2039,"G",0.5
"954",17015,2039,"G25S",0.5
"955",17015,2039,"G50S",0.5
"956",17015,2039,"G75S",0.5
"957",17015,2040,"G",0.36293
"958",17015,2040,"G25S",0.36293
"959",17015,2040,"G50S",0.36293
"960",17015,2040,"G75S",0.36293
"961",17017,2011,"G",0.4
"962",17017,2011,"G25S",0.4
"963",17017,2011,"G50S",0.4
"964",17017,2011,"G75S",0.4
"965",17017,2012,"G",0.2877
"966",17017,2012,"G25S",0.2877
"967",17017,2012,"G50S",0.2877
"968",17017,2012,"G75S",0.2877
"969",17017,2013,"G",0.4
"970",17017,2013,"G25S",0.4
"971",17017,2013,"G50S",0.4
"972",17017,2013,"G75S",0.4
"973",17017,2014,"G",0.2877
"974",17017,2014,"G25S",0.2877
"975",17017,2014,"G50S",0.2877
"976",17017,2014,"G75S",0.3
"977",17017,2015,"G",0.4
"978",17017,2015,"G25S",0.4
"979",17017,2015,"G50S",0.4
"980",17017,2015,"G75S",0.4
"981",17017,2016,"G",0.2877
"982",17017,2016,"G25S",0.2778
"983",17017,2016,"G50S",0.2778
"984",17017,2016,"G75S",0.2778
"985",17017,2017,"G",0.4
"986",17017,2017,"G25S",0.4
"987",17017,2017,"G50S",0.4
"988",17017,2017,"G75S",0.4
"989",17017,2018,"G",0.2877
"990",17017,2018,"G25S",0.2877
"991",17017,2018,"G50S",0.2877
"992",17017,2018,"G75S",0.2877
"993",17017,2019,"G",0.4
"994",17017,2019,"G25S",0.4
"995",17017,2019,"G50S",0.4
"996",17017,2019,"G75S",0.4
"997",17017,2020,"G",0.2778
"998",17017,2020,"G25S",0.2
"999",17017,2020,"G50S",0.2
"1000",17017,2020,"G75S",0.2
"1001",17017,2021,"G",0.4123
"1002",17017,2021,"G25S",0.4
"1003",17017,2021,"G50S",0.4
"1004",17017,2021,"G75S",0.4
"1005",17017,2022,"G",0.2
"1006",17017,2022,"G25S",0.2
"1007",17017,2022,"G50S",0.2
"1008",17017,2022,"G75S",0.1877
"1009",17017,2023,"G",0.5
"1010",17017,2023,"G25S",0.4778
"1011",17017,2023,"G50S",0.4
"1012",17017,2023,"G75S",0.4
"1013",17017,2024,"G",0.2877
"1014",17017,2024,"G25S",0.2877
"1015",17017,2024,"G50S",0.2778
"1016",17017,2024,"G75S",0.2778
"1017",17017,2025,"G",0.4
"1018",17017,2025,"G25S",0.4
"1019",17017,2025,"G50S",0.4
"1020",17017,2025,"G75S",0.4
"1021",17017,2026,"G",0.3778
"1022",17017,2026,"G25S",0.3778
"1023",17017,2026,"G50S",0.3
"1024",17017,2026,"G75S",0.2877
"1025",17017,2027,"G",0.4123
"1026",17017,2027,"G25S",0.4123
"1027",17017,2027,"G50S",0.4
"1028",17017,2027,"G75S",0.4
"1029",17017,2028,"G",0.2877
"1030",17017,2028,"G25S",0.2778
"1031",17017,2028,"G50S",0.2778
"1032",17017,2028,"G75S",0.2
"1033",17017,2029,"G",0.4
"1034",17017,2029,"G25S",0.4
"1035",17017,2029,"G50S",0.4
"1036",17017,2029,"G75S",0.4
"1037",17017,2030,"G",0.2877
"1038",17017,2030,"G25S",0.2
"1039",17017,2030,"G50S",0.2
"1040",17017,2030,"G75S",0.2
"1041",17017,2031,"G",0.5
"1042",17017,2031,"G25S",0.5
"1043",17017,2031,"G50S",0.5
"1044",17017,2031,"G75S",0.4
"1045",17017,2032,"G",0.2877
"1046",17017,2032,"G25S",0.2778
"1047",17017,2032,"G50S",0.2778
"1048",17017,2032,"G75S",0.2
"1049",17017,2033,"G",0.5
"1050",17017,2033,"G25S",0.5
"1051",17017,2033,"G50S",0.4901
"1052",17017,2033,"G75S",0.4
"1053",17017,2034,"G",0.3
"1054",17017,2034,"G25S",0.2877
"1055",17017,2034,"G50S",0.2877
"1056",17017,2034,"G75S",0.2778
"1057",17017,2035,"G",0.4901
"1058",17017,2035,"G25S",0.4123
"1059",17017,2035,"G50S",0.4
"1060",17017,2035,"G75S",0.4
"1061",17017,2036,"G",0.3
"1062",17017,2036,"G25S",0.2778
"1063",17017,2036,"G50S",0.2778
"1064",17017,2036,"G75S",0.2
"1065",17017,2037,"G",0.5123
"1066",17017,2037,"G25S",0.5
"1067",17017,2037,"G50S",0.5
"1068",17017,2037,"G75S",0.5
"1069",17017,2038,"G",0.5655
"1070",17017,2038,"G25S",0.5655
"1071",17017,2038,"G50S",0.4778
"1072",17017,2038,"G75S",0.4778
"1073",17017,2039,"G",0.5
"1074",17017,2039,"G25S",0.5
"1075",17017,2039,"G50S",0.5
"1076",17017,2039,"G75S",0.5
"1077",17017,2040,"G",0.4778
"1078",17017,2040,"G25S",0.4778
"1079",17017,2040,"G50S",0.4655
"1080",17017,2040,"G75S",0.4655
"1081",17019,2011,"G",0.5598
"1082",17019,2011,"G25S",0.5598
"1083",17019,2011,"G50S",0.5598
"1084",17019,2011,"G75S",0.5598
"1085",17019,2012,"G",0.3
"1086",17019,2012,"G25S",0.3
"1087",17019,2012,"G50S",0.3
"1088",17019,2012,"G75S",0.2402
"1089",17019,2013,"G",0.5
"1090",17019,2013,"G25S",0.5
"1091",17019,2013,"G50S",0.5074
"1092",17019,2013,"G75S",0.5074
"1093",17019,2014,"G",0.3
"1094",17019,2014,"G25S",0.2402
"1095",17019,2014,"G50S",0.2402
"1096",17019,2014,"G75S",0.3074
"1097",17019,2015,"G",0.6
"1098",17019,2015,"G25S",0.6
"1099",17019,2015,"G50S",0.6
"1100",17019,2015,"G75S",0.6
"1101",17019,2016,"G",0.3
"1102",17019,2016,"G25S",0.2402
"1103",17019,2016,"G50S",0.2402
"1104",17019,2016,"G75S",0.2402
"1105",17019,2017,"G",0.5
"1106",17019,2017,"G25S",0.5
"1107",17019,2017,"G50S",0.5
"1108",17019,2017,"G75S",0.5
"1109",17019,2018,"G",0.3074
"1110",17019,2018,"G25S",0.3074
"1111",17019,2018,"G50S",0.3074
"1112",17019,2018,"G75S",0.3074
"1113",17019,2019,"G",0.5
"1114",17019,2019,"G25S",0.5
"1115",17019,2019,"G50S",0.5
"1116",17019,2019,"G75S",0.5
"1117",17019,2020,"G",0.2402
"1118",17019,2020,"G25S",0.2402
"1119",17019,2020,"G50S",0.2074
"1120",17019,2020,"G75S",0.2074
"1121",17019,2021,"G",0.5
"1122",17019,2021,"G25S",0.5
"1123",17019,2021,"G50S",0.5
"1124",17019,2021,"G75S",0.5
"1125",17019,2022,"G",0.2402
"1126",17019,2022,"G25S",0.2402
"1127",17019,2022,"G50S",0.2074
"1128",17019,2022,"G75S",0.2074
"1129",17019,2023,"G",0.5
"1130",17019,2023,"G25S",0.5
"1131",17019,2023,"G50S",0.5
"1132",17019,2023,"G75S",0.5
"1133",17019,2024,"G",0.2402
"1134",17019,2024,"G25S",0.2402
"1135",17019,2024,"G50S",0.2402
"1136",17019,2024,"G75S",0.2074
"1137",17019,2025,"G",0.4926
"1138",17019,2025,"G25S",0.4926
"1139",17019,2025,"G50S",0.5
"1140",17019,2025,"G75S",0.4672
"1141",17019,2026,"G",0.4
"1142",17019,2026,"G25S",0.3402
"1143",17019,2026,"G50S",0.3402
"1144",17019,2026,"G75S",0.3074
"1145",17019,2027,"G",0.5
"1146",17019,2027,"G25S",0.5
"1147",17019,2027,"G50S",0.5
"1148",17019,2027,"G75S",0.5
"1149",17019,2028,"G",0.3
"1150",17019,2028,"G25S",0.2402
"1151",17019,2028,"G50S",0.2402
"1152",17019,2028,"G75S",0.2074
"1153",17019,2029,"G",0.5
"1154",17019,2029,"G25S",0.5
"1155",17019,2029,"G50S",0.4672
"1156",17019,2029,"G75S",0.4
"1157",17019,2030,"G",0.3
"1158",17019,2030,"G25S",0.3
"1159",17019,2030,"G50S",0.2402
"1160",17019,2030,"G75S",0.2074
"1161",17019,2031,"G",0.5672
"1162",17019,2031,"G25S",0.5598
"1163",17019,2031,"G50S",0.5
"1164",17019,2031,"G75S",0.5
"1165",17019,2032,"G",0.2402
"1166",17019,2032,"G25S",0.2402
"1167",17019,2032,"G50S",0.2074
"1168",17019,2032,"G75S",0.2074
"1169",17019,2033,"G",0.6
"1170",17019,2033,"G25S",0.6
"1171",17019,2033,"G50S",0.6
"1172",17019,2033,"G75S",0.6
"1173",17019,2034,"G",0.3
"1174",17019,2034,"G25S",0.3
"1175",17019,2034,"G50S",0.3
"1176",17019,2034,"G75S",0.2402
"1177",17019,2035,"G",0.6
"1178",17019,2035,"G25S",0.6
"1179",17019,2035,"G50S",0.5672
"1180",17019,2035,"G75S",0.5
"1181",17019,2036,"G",0.3074
"1182",17019,2036,"G25S",0.3
"1183",17019,2036,"G50S",0.2402
"1184",17019,2036,"G75S",0.2074
"1185",17019,2037,"G",0.7
"1186",17019,2037,"G25S",0.6074
"1187",17019,2037,"G50S",0.6
"1188",17019,2037,"G75S",0.6
"1189",17019,2038,"G",0.5476
"1190",17019,2038,"G25S",0.5148
"1191",17019,2038,"G50S",0.4476
"1192",17019,2038,"G75S",0.4476
"1193",17019,2039,"G",0.7
"1194",17019,2039,"G25S",0.6074
"1195",17019,2039,"G50S",0.6
"1196",17019,2039,"G75S",0.6
"1197",17019,2040,"G",0.5074
"1198",17019,2040,"G25S",0.4476
"1199",17019,2040,"G50S",0.4402
"1200",17019,2040,"G75S",0.4074
"1201",17021,2011,"G",0.4
"1202",17021,2011,"G25S",0.4
"1203",17021,2011,"G50S",0.4
"1204",17021,2011,"G75S",0.4
"1205",17021,2012,"G",0.3
"1206",17021,2012,"G25S",0.20423
"1207",17021,2012,"G50S",0.20423
"1208",17021,2012,"G75S",0.20423
"1209",17021,2013,"G",0.4
"1210",17021,2013,"G25S",0.4
"1211",17021,2013,"G50S",0.4
"1212",17021,2013,"G75S",0.4
"1213",17021,2014,"G",0.20423
"1214",17021,2014,"G25S",0.20423
"1215",17021,2014,"G50S",0.20423
"1216",17021,2014,"G75S",0.20423
"1217",17021,2015,"G",0.5
"1218",17021,2015,"G25S",0.5
"1219",17021,2015,"G50S",0.5
"1220",17021,2015,"G75S",0.5
"1221",17021,2016,"G",0.2
"1222",17021,2016,"G25S",0.2
"1223",17021,2016,"G50S",0.2
"1224",17021,2016,"G75S",0.2
"1225",17021,2017,"G",0.5
"1226",17021,2017,"G25S",0.5
"1227",17021,2017,"G50S",0.40423
"1228",17021,2017,"G75S",0.4
"1229",17021,2018,"G",0.20423
"1230",17021,2018,"G25S",0.20423
"1231",17021,2018,"G50S",0.20423
"1232",17021,2018,"G75S",0.20423
"1233",17021,2019,"G",0.4
"1234",17021,2019,"G25S",0.4
"1235",17021,2019,"G50S",0.4
"1236",17021,2019,"G75S",0.4
"1237",17021,2020,"G",0.2
"1238",17021,2020,"G25S",0.2
"1239",17021,2020,"G50S",0.2
"1240",17021,2020,"G75S",0.2
"1241",17021,2021,"G",0.49577
"1242",17021,2021,"G25S",0.49577
"1243",17021,2021,"G50S",0.4
"1244",17021,2021,"G75S",0.4
"1245",17021,2022,"G",0.2
"1246",17021,2022,"G25S",0.2
"1247",17021,2022,"G50S",0.10423
"1248",17021,2022,"G75S",0.10423
"1249",17021,2023,"G",0.5
"1250",17021,2023,"G25S",0.5
"1251",17021,2023,"G50S",0.40423
"1252",17021,2023,"G75S",0.4
"1253",17021,2024,"G",0.20423
"1254",17021,2024,"G25S",0.20423
"1255",17021,2024,"G50S",0.20423
"1256",17021,2024,"G75S",0.20423
"1257",17021,2025,"G",0.4
"1258",17021,2025,"G25S",0.4
"1259",17021,2025,"G50S",0.4
"1260",17021,2025,"G75S",0.39577
"1261",17021,2026,"G",0.3
"1262",17021,2026,"G25S",0.3
"1263",17021,2026,"G50S",0.3
"1264",17021,2026,"G75S",0.20423
"1265",17021,2027,"G",0.4
"1266",17021,2027,"G25S",0.4
"1267",17021,2027,"G50S",0.4
"1268",17021,2027,"G75S",0.4
"1269",17021,2028,"G",0.20423
"1270",17021,2028,"G25S",0.20423
"1271",17021,2028,"G50S",0.2
"1272",17021,2028,"G75S",0.2
"1273",17021,2029,"G",0.4
"1274",17021,2029,"G25S",0.4
"1275",17021,2029,"G50S",0.4
"1276",17021,2029,"G75S",0.39577
"1277",17021,2030,"G",0.20423
"1278",17021,2030,"G25S",0.20423
"1279",17021,2030,"G50S",0.2
"1280",17021,2030,"G75S",0.2
"1281",17021,2031,"G",0.5
"1282",17021,2031,"G25S",0.5
"1283",17021,2031,"G50S",0.4
"1284",17021,2031,"G75S",0.4
"1285",17021,2032,"G",0.2
"1286",17021,2032,"G25S",0.2
"1287",17021,2032,"G50S",0.2
"1288",17021,2032,"G75S",0.2
"1289",17021,2033,"G",0.5
"1290",17021,2033,"G25S",0.49577
"1291",17021,2033,"G50S",0.49577
"1292",17021,2033,"G75S",0.4
"1293",17021,2034,"G",0.3
"1294",17021,2034,"G25S",0.3
"1295",17021,2034,"G50S",0.20423
"1296",17021,2034,"G75S",0.20423
"1297",17021,2035,"G",0.5
"1298",17021,2035,"G25S",0.49577
"1299",17021,2035,"G50S",0.49577
"1300",17021,2035,"G75S",0.4
"1301",17021,2036,"G",0.3
"1302",17021,2036,"G25S",0.20423
"1303",17021,2036,"G50S",0.20423
"1304",17021,2036,"G75S",0.20423
"1305",17021,2037,"G",0.6
"1306",17021,2037,"G25S",0.59577
"1307",17021,2037,"G50S",0.5
"1308",17021,2037,"G75S",0.5
"1309",17021,2038,"G",0.40846
"1310",17021,2038,"G25S",0.40423
"1311",17021,2038,"G50S",0.40423
"1312",17021,2038,"G75S",0.30846
"1313",17021,2039,"G",0.5
"1314",17021,2039,"G25S",0.5
"1315",17021,2039,"G50S",0.5
"1316",17021,2039,"G75S",0.5
"1317",17021,2040,"G",0.40423
"1318",17021,2040,"G25S",0.30846
"1319",17021,2040,"G50S",0.30423
"1320",17021,2040,"G75S",0.30423
"1321",17023,2011,"G",0.4
"1322",17023,2011,"G25S",0.4
"1323",17023,2011,"G50S",0.4
"1324",17023,2011,"G75S",0.4
"1325",17023,2012,"G",0.2
"1326",17023,2012,"G25S",0.21905
"1327",17023,2012,"G50S",0.23364
"1328",17023,2012,"G75S",0.23364
"1329",17023,2013,"G",0.4
"1330",17023,2013,"G25S",0.4
"1331",17023,2013,"G50S",0.4
"1332",17023,2013,"G75S",0.4
"1333",17023,2014,"G",0.2
"1334",17023,2014,"G25S",0.2
"1335",17023,2014,"G50S",0.2
"1336",17023,2014,"G75S",0.2
"1337",17023,2015,"G",0.38095
"1338",17023,2015,"G25S",0.38095
"1339",17023,2015,"G50S",0.4
"1340",17023,2015,"G75S",0.4
"1341",17023,2016,"G",0.2
"1342",17023,2016,"G25S",0.2
"1343",17023,2016,"G50S",0.13364
"1344",17023,2016,"G75S",0.13364
"1345",17023,2017,"G",0.4
"1346",17023,2017,"G25S",0.4
"1347",17023,2017,"G50S",0.4
"1348",17023,2017,"G75S",0.4
"1349",17023,2018,"G",0.2
"1350",17023,2018,"G25S",0.2
"1351",17023,2018,"G50S",0.2
"1352",17023,2018,"G75S",0.2
"1353",17023,2019,"G",0.4
"1354",17023,2019,"G25S",0.4
"1355",17023,2019,"G50S",0.4
"1356",17023,2019,"G75S",0.4
"1357",17023,2020,"G",0.2
"1358",17023,2020,"G25S",0.2
"1359",17023,2020,"G50S",0.2
"1360",17023,2020,"G75S",0.2
"1361",17023,2021,"G",0.4
"1362",17023,2021,"G25S",0.4
"1363",17023,2021,"G50S",0.4
"1364",17023,2021,"G75S",0.4
"1365",17023,2022,"G",0.11905
"1366",17023,2022,"G25S",0.1
"1367",17023,2022,"G50S",0.1
"1368",17023,2022,"G75S",0.1
"1369",17023,2023,"G",0.4
"1370",17023,2023,"G25S",0.4
"1371",17023,2023,"G50S",0.4
"1372",17023,2023,"G75S",0.4
"1373",17023,2024,"G",0.21905
"1374",17023,2024,"G25S",0.2
"1375",17023,2024,"G50S",0.2
"1376",17023,2024,"G75S",0.2
"1377",17023,2025,"G",0.3
"1378",17023,2025,"G25S",0.3
"1379",17023,2025,"G50S",0.3
"1380",17023,2025,"G75S",0.3
"1381",17023,2026,"G",0.23364
"1382",17023,2026,"G25S",0.23364
"1383",17023,2026,"G50S",0.23364
"1384",17023,2026,"G75S",0.23364
"1385",17023,2027,"G",0.4
"1386",17023,2027,"G25S",0.4
"1387",17023,2027,"G50S",0.4
"1388",17023,2027,"G75S",0.36636
"1389",17023,2028,"G",0.2
"1390",17023,2028,"G25S",0.2
"1391",17023,2028,"G50S",0.2
"1392",17023,2028,"G75S",0.2
"1393",17023,2029,"G",0.38095
"1394",17023,2029,"G25S",0.36636
"1395",17023,2029,"G50S",0.3
"1396",17023,2029,"G75S",0.3
"1397",17023,2030,"G",0.2
"1398",17023,2030,"G25S",0.2
"1399",17023,2030,"G50S",0.2
"1400",17023,2030,"G75S",0.13364
"1401",17023,2031,"G",0.38095
"1402",17023,2031,"G25S",0.36636
"1403",17023,2031,"G50S",0.36636
"1404",17023,2031,"G75S",0.3
"1405",17023,2032,"G",0.13364
"1406",17023,2032,"G25S",0.11905
"1407",17023,2032,"G50S",0.1
"1408",17023,2032,"G75S",0.1
"1409",17023,2033,"G",0.4
"1410",17023,2033,"G25S",0.4
"1411",17023,2033,"G50S",0.4
"1412",17023,2033,"G75S",0.4
"1413",17023,2034,"G",0.2
"1414",17023,2034,"G25S",0.2
"1415",17023,2034,"G50S",0.2
"1416",17023,2034,"G75S",0.2
"1417",17023,2035,"G",0.4
"1418",17023,2035,"G25S",0.4
"1419",17023,2035,"G50S",0.4
"1420",17023,2035,"G75S",0.4
"1421",17023,2036,"G",0.2
"1422",17023,2036,"G25S",0.2
"1423",17023,2036,"G50S",0.2
"1424",17023,2036,"G75S",0.13364
"1425",17023,2037,"G",0.5
"1426",17023,2037,"G25S",0.46636
"1427",17023,2037,"G50S",0.4
"1428",17023,2037,"G75S",0.4
"1429",17023,2038,"G",0.3
"1430",17023,2038,"G25S",0.23364
"1431",17023,2038,"G50S",0.23364
"1432",17023,2038,"G75S",0.21905
"1433",17023,2039,"G",0.4
"1434",17023,2039,"G25S",0.4
"1435",17023,2039,"G50S",0.4
"1436",17023,2039,"G75S",0.4
"1437",17023,2040,"G",0.31905
"1438",17023,2040,"G25S",0.31905
"1439",17023,2040,"G50S",0.3
"1440",17023,2040,"G75S",0.23364
"1441",17025,2011,"G",0.3
"1442",17025,2011,"G25S",0.3
"1443",17025,2011,"G50S",0.3
"1444",17025,2011,"G75S",0.3
"1445",17025,2012,"G",0.2
"1446",17025,2012,"G25S",0.2
"1447",17025,2012,"G50S",0.2
"1448",17025,2012,"G75S",0.23028
"1449",17025,2013,"G",0.3
"1450",17025,2013,"G25S",0.3
"1451",17025,2013,"G50S",0.3
"1452",17025,2013,"G75S",0.3
"1453",17025,2014,"G",0.2
"1454",17025,2014,"G25S",0.2
"1455",17025,2014,"G50S",0.2
"1456",17025,2014,"G75S",0.13028
"1457",17025,2015,"G",0.3
"1458",17025,2015,"G25S",0.3
"1459",17025,2015,"G50S",0.3
"1460",17025,2015,"G75S",0.3
"1461",17025,2016,"G",0.1
"1462",17025,2016,"G25S",0.1
"1463",17025,2016,"G50S",0.1
"1464",17025,2016,"G75S",0.1
"1465",17025,2017,"G",0.3
"1466",17025,2017,"G25S",0.3
"1467",17025,2017,"G50S",0.3
"1468",17025,2017,"G75S",0.3
"1469",17025,2018,"G",0.13028
"1470",17025,2018,"G25S",0.13028
"1471",17025,2018,"G50S",0.13028
"1472",17025,2018,"G75S",0.13028
"1473",17025,2019,"G",0.3
"1474",17025,2019,"G25S",0.3
"1475",17025,2019,"G50S",0.3
"1476",17025,2019,"G75S",0.3
"1477",17025,2020,"G",0.2
"1478",17025,2020,"G25S",0.2
"1479",17025,2020,"G50S",0.2
"1480",17025,2020,"G75S",0.2
"1481",17025,2021,"G",0.3
"1482",17025,2021,"G25S",0.3
"1483",17025,2021,"G50S",0.3
"1484",17025,2021,"G75S",0.3
"1485",17025,2022,"G",0.1
"1486",17025,2022,"G25S",0.1
"1487",17025,2022,"G50S",0.1
"1488",17025,2022,"G75S",0.1
"1489",17025,2023,"G",0.4
"1490",17025,2023,"G25S",0.4
"1491",17025,2023,"G50S",0.4
"1492",17025,2023,"G75S",0.4
"1493",17025,2024,"G",0.2
"1494",17025,2024,"G25S",0.2
"1495",17025,2024,"G50S",0.2
"1496",17025,2024,"G75S",0.2
"1497",17025,2025,"G",0.3
"1498",17025,2025,"G25S",0.3
"1499",17025,2025,"G50S",0.3
"1500",17025,2025,"G75S",0.3
"1501",17025,2026,"G",0.2
"1502",17025,2026,"G25S",0.2
"1503",17025,2026,"G50S",0.23028
"1504",17025,2026,"G75S",0.23028
"1505",17025,2027,"G",0.4
"1506",17025,2027,"G25S",0.4
"1507",17025,2027,"G50S",0.4
"1508",17025,2027,"G75S",0.3
"1509",17025,2028,"G",0.2
"1510",17025,2028,"G25S",0.13028
"1511",17025,2028,"G50S",0.13028
"1512",17025,2028,"G75S",0.13028
"1513",17025,2029,"G",0.3
"1514",17025,2029,"G25S",0.3
"1515",17025,2029,"G50S",0.3
"1516",17025,2029,"G75S",0.3
"1517",17025,2030,"G",0.2
"1518",17025,2030,"G25S",0.2
"1519",17025,2030,"G50S",0.13028
"1520",17025,2030,"G75S",0.13028
"1521",17025,2031,"G",0.3
"1522",17025,2031,"G25S",0.3
"1523",17025,2031,"G50S",0.3
"1524",17025,2031,"G75S",0.3
"1525",17025,2032,"G",0.1
"1526",17025,2032,"G25S",0.1
"1527",17025,2032,"G50S",0.1
"1528",17025,2032,"G75S",0.1
"1529",17025,2033,"G",0.3
